itrial,dataset,method,coverage,width,L2_lambda
8,airfoil,IF3-jackknife-mm,0.8058076225045372,1.762173062541834,1.0
8,airfoil,IF3-jackknife+,0.7568058076225045,1.5605141469411632,1.0
8,airfoil,IF3-JAWA,0.8874773139745916,2.27765536301043,1.0
8,airfoil,IF3-JAWAmm,0.8784029038112523,2.3903679045144326,1.0
9,airfoil,IF1-jackknife,0.7223230490018149,1.0937787904797764,1.0
9,airfoil,IF1-jackknife-mm,0.7622504537205081,1.236344294429808,1.0
9,airfoil,IF1-jackknife+,0.7259528130671506,1.0998569182916165,1.0
9,airfoil,IF1-JAWA,0.9509981851179673,2.486821727083117,1.0
9,airfoil,IF1-JAWA,0.9509981851179673,2.486821727083117,1.0
9,airfoil,IF2-jackknife,0.7386569872958257,1.1509048282697765,1.0
9,airfoil,IF2-jackknife-mm,0.7858439201451906,1.3215299253044062,1.0
9,airfoil,IF2-jackknife+,0.7295825771324864,1.1474529643975298,1.0
9,airfoil,IF2-JAWA,0.9509981851179673,2.545144434693859,1.0
9,airfoil,IF2-JAWAmm,0.9328493647912885,2.268936929469513,1.0
9,airfoil,IF3-jackknife,0.7513611615245009,1.1600732700360288,1.0
9,airfoil,IF3-jackknife-mm,0.8003629764065335,1.373779971956711,1.0
9,airfoil,IF3-jackknife+,0.7441016333938294,1.1600732700360288,1.0
9,airfoil,IF3-JAWA,0.9509981851179673,2.510553166590957,1.0
9,airfoil,IF3-JAWAmm,0.941923774954628,2.3382054665882523,1.0
