itrial,dataset,method,coverage,width,L2_lambda
2,wine,IF3-jackknife+,0.915,2.6392953362402705,32.0
2,wine,IF3-JAWA,0.925,2.7579939051484166,32.0
2,wine,IF3-JAWAmm,0.92,2.704177487608207,32.0
2,wine,IF1-jackknife,0.9,2.7252781870908134,64.0
2,wine,IF1-jackknife-mm,0.92,2.798211610232184,64.0
2,wine,IF1-jackknife+,0.9,2.727482472269438,64.0
2,wine,IF1-JAWA,0.9,2.7677651893214605,64.0
2,wine,IF1-JAWAmm,0.91,2.777934966083299,64.0
2,wine,IF2-jackknife,0.9,2.7265319136597124,64.0
2,wine,IF2-jackknife-mm,0.92,2.8053924447832417,64.0
2,wine,IF2-jackknife+,0.9,2.729563750921795,64.0
2,wine,IF2-JAWA,0.9,2.7696486787016963,64.0
2,wine,IF2-JAWAmm,0.91,2.7855039259283636,64.0
2,wine,IF3-jackknife,0.9,2.7265434080570063,64.0
2,wine,IF3-jackknife-mm,0.92,2.805771475055617,64.0
2,wine,IF3-jackknife+,0.9,2.7295836098768946,64.0
2,wine,IF3-JAWA,0.9,2.769666772443444,64.0
2,wine,IF3-JAWAmm,0.91,2.7859341053427196,64.0
2,wine,IF1-jackknife,0.905,2.968782718177028,96.0
2,wine,IF1-jackknife-mm,0.92,3.024364189843479,96.0
2,wine,IF1-jackknife+,0.9,2.9717065299062924,96.0
2,wine,IF1-JAWA,0.9,2.989791645781311,96.0
2,wine,IF1-JAWAmm,0.92,3.016973230289988,96.0
2,wine,IF2-jackknife,0.905,2.969117913609805,96.0
2,wine,IF2-jackknife-mm,0.92,3.027165650414109,96.0
2,wine,IF2-jackknife+,0.9,2.9722250863244404,96.0
2,wine,IF2-JAWA,0.9,2.9901857379260917,96.0
2,wine,IF2-JAWAmm,0.92,3.0200699757531475,96.0
2,wine,IF3-jackknife,0.905,2.9690985066888627,96.0
2,wine,IF3-jackknife-mm,0.92,3.0270837362562037,96.0
2,wine,IF3-jackknife+,0.9,2.9721985021377595,96.0
2,wine,IF3-JAWA,0.9,2.9901694123802622,96.0
2,wine,IF3-JAWAmm,0.92,3.0199630500381316,96.0
2,wine,IF1-jackknife,0.95,3.1947920077468965,128.0
